Participant,Time,Study,Instructions,Version,Word,Consistency_H,Orthography,Measure,Score,WASImRS,TOWREsweRS,TOWREpdeRS,CC2regRS,CC2irregRS,CC2nwRS,WASIvRS,BPVSRS,zTOWREsweRS,zTOWREpdeRS,zCC2regRS,zCC2irregRS,zCC2nwRS,zWASIvRS,zBPVSRS,mean_z_vocab,mean_z_read,zConsistency_H
EOF001,1,Study1&2,explicit,a,Platitude,0.904820246,present,Sem_all,1,15,62,33,39,27,30,26,126,-1.4083537480304498,-0.8868291429636551,0.7892663723272265,0.4779536220996507,-0.32607190356940613,-0.6262992636697284,-0.34911722677602697,-0.4877082452228777,-0.27080696002732674,-1.4156987772636265
EOF001,1,Study1&2,explicit,a,Propensity,1.686189844,absent,Sem_all,1,15,62,33,39,27,30,26,126,-1.4083537480304498,-0.8868291429636551,0.7892663723272265,0.4779536220996507,-0.32607190356940613,-0.6262992636697284,-0.34911722677602697,-0.4877082452228777,-0.27080696002732674,-0.6377523589433831
EOF001,1,Study1&2,explicit,a,Raconteur,3.824533407,absent,Sem_all,2,15,62,33,39,27,30,26,126,-1.4083537480304498,-0.8868291429636551,0.7892663723272265,0.4779536220996507,-0.32607190356940613,-0.6262992636697284,-0.34911722677602697,-0.4877082452228777,-0.27080696002732674,1.4912231223550296
EOF001,1,Study1&2,explicit,a,Syncopation,3.0436450330000002,present,Sem_all,3,15,62,33,39,27,30,26,126,-1.4083537480304498,-0.8868291429636551,0.7892663723272265,0.4779536220996507,-0.32607190356940613,-0.6262992636697284,-0.34911722677602697,-0.4877082452228777,-0.27080696002732674,0.7137558197927684
EOF001,1,Study1&2,explicit,a,Veracity,2.869383714,present,Sem_all,1,15,62,33,39,27,30,26,126,-1.4083537480304498,-0.8868291429636551,0.7892663723272265,0.4779536220996507,-0.32607190356940613,-0.6262992636697284,-0.34911722677602697,-0.4877082452228777,-0.27080696002732674,0.5402579395133114
EOF002,1,Study1&2,incidental,a,Accolade,1.914239347,absent,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,-0.41070194066160914
EOF002,1,Study1&2,incidental,a,Cataclysm,3.506007504,present,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,1.174092681120392
EOF002,1,Study1&2,incidental,a,Contrition,1.748689844,absent,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,-0.5755261714010631
EOF002,1,Study1&2,incidental,a,Debacle,2.900838647,present,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,0.5715750684731371
EOF002,1,Study1&2,incidental,a,Dormancy,1.626308892,absent,Sem_all,2,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,-0.6973709725332178
EOF002,1,Study1&2,incidental,a,Epigram,1.382233748,present,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,-0.940376823492622
EOF002,1,Study1&2,incidental,a,Foible,2.705198683,present,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,0.3767922030229492
EOF002,1,Study1&2,incidental,a,Fracas,3.144334493,absent,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,0.8140041593366871
EOF002,1,Study1&2,incidental,a,Lassitude,0.904820246,present,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,-1.4156987772636265
EOF002,1,Study1&2,incidental,a,Luminary,1.098593129,absent,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,-1.2227748131328418
EOF002,1,Study1&2,incidental,a,Nonentity,3.968139062,absent,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,1.6341996410777129
EOF002,1,Study1&2,incidental,a,Platitude,0.904820246,present,Sem_all,2,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,-1.4156987772636265
EOF002,1,Study1&2,incidental,a,Propensity,1.686189844,absent,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,-0.6377523589433831
EOF002,1,Study1&2,incidental,a,Raconteur,3.824533407,absent,Sem_all,0,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,1.4912231223550296
EOF002,1,Study1&2,incidental,a,Syncopation,3.0436450330000002,present,Sem_all,3,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,0.7137558197927684
EOF002,1,Study1&2,incidental,a,Veracity,2.869383714,present,Sem_all,1,20,67,39,38,23,35,29,116,-0.8320654991166444,-0.26633207488365346,0.4126882992560657,-0.6039258945910319,0.48910785535410917,-0.024722339355384027,-1.0650036749403513,-0.5448630071478676,-0.160105462796231,0.5402579395133114
EOF004,1,Study1&2,explicit,a,Accolade,1.914239347,absent,Sem_all,1,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,-0.41070194066160914
EOF004,1,Study1&2,explicit,a,Cataclysm,3.506007504,present,Sem_all,1,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,1.174092681120392
EOF004,1,Study1&2,explicit,a,Contrition,1.748689844,absent,Sem_all,1,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,-0.5755261714010631
EOF004,1,Study1&2,explicit,a,Debacle,2.900838647,present,Sem_all,1,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,0.5715750684731371
EOF004,1,Study1&2,explicit,a,Dormancy,1.626308892,absent,Sem_all,3,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,-0.6973709725332178
EOF004,1,Study1&2,explicit,a,Epigram,1.382233748,present,Sem_all,3,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,-0.940376823492622
EOF004,1,Study1&2,explicit,a,Foible,2.705198683,present,Sem_all,1,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,0.3767922030229492
EOF004,1,Study1&2,explicit,a,Fracas,3.144334493,absent,Sem_all,1,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,0.8140041593366871
EOF004,1,Study1&2,explicit,a,Lassitude,0.904820246,present,Sem_all,3,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,-1.4156987772636265
EOF004,1,Study1&2,explicit,a,Luminary,1.098593129,absent,Sem_all,1,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,-1.2227748131328418
EOF004,1,Study1&2,explicit,a,Nonentity,3.968139062,absent,Sem_all,1,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,1.6341996410777129
EOF004,1,Study1&2,explicit,a,Platitude,0.904820246,present,Sem_all,1,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,-1.4156987772636265
EOF004,1,Study1&2,explicit,a,Propensity,1.686189844,absent,Sem_all,2,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,-0.6377523589433831
EOF004,1,Study1&2,explicit,a,Raconteur,3.824533407,absent,Sem_all,2,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,1.4912231223550296
EOF004,1,Study1&2,explicit,a,Syncopation,3.0436450330000002,present,Sem_all,1,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,0.7137558197927684
EOF004,1,Study1&2,explicit,a,Veracity,2.869383714,present,Sem_all,1,15,73,39,38,26,30,35,138,-0.14051960042007786,-0.26633207488365346,0.4126882992560657,0.20748374292698007,-0.32607190356940613,1.1784315092733049,0.5099465110211623,0.8441890101472336,-0.022550307338018338,0.5402579395133114
EOF006,1,Study1&2,incidental,b,Accolade,1.914239347,present,Sem_all,2,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,-0.41070194066160914
EOF006,1,Study1&2,incidental,b,Cataclysm,3.506007504,absent,Sem_all,1,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,1.174092681120392
EOF006,1,Study1&2,incidental,b,Contrition,1.748689844,present,Sem_all,1,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,-0.5755261714010631
EOF006,1,Study1&2,incidental,b,Debacle,2.900838647,absent,Sem_all,1,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,0.5715750684731371
EOF006,1,Study1&2,incidental,b,Dormancy,1.626308892,present,Sem_all,2,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,-0.6973709725332178
EOF006,1,Study1&2,incidental,b,Epigram,1.382233748,absent,Sem_all,2,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,-0.940376823492622
EOF006,1,Study1&2,incidental,b,Foible,2.705198683,absent,Sem_all,2,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,0.3767922030229492
EOF006,1,Study1&2,incidental,b,Fracas,3.144334493,present,Sem_all,3,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,0.8140041593366871
EOF006,1,Study1&2,incidental,b,Lassitude,0.904820246,absent,Sem_all,1,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,-1.4156987772636265
EOF006,1,Study1&2,incidental,b,Luminary,1.098593129,present,Sem_all,1,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,-1.2227748131328418
EOF006,1,Study1&2,incidental,b,Nonentity,3.968139062,present,Sem_all,1,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,1.6341996410777129
EOF006,1,Study1&2,incidental,b,Platitude,0.904820246,absent,Sem_all,1,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,-1.4156987772636265
EOF006,1,Study1&2,incidental,b,Propensity,1.686189844,present,Sem_all,2,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,-0.6377523589433831
EOF006,1,Study1&2,incidental,b,Raconteur,3.824533407,present,Sem_all,3,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,1.4912231223550296
EOF006,1,Study1&2,incidental,b,Syncopation,3.0436450330000002,absent,Sem_all,3,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,0.7137558197927684
EOF006,1,Study1&2,incidental,b,Veracity,2.869383714,absent,Sem_all,1,18,84,52,39,29,35,36,128,1.1273145471902941,1.0780782392896835,0.7892663723272265,1.018893380444992,0.48910785535410917,1.3789571507114196,-0.20593993714316206,0.5865086067841287,0.9005320789212611,0.5402579395133114
EOF007,1,Study1&2,incidental,b,Accolade,1.914239347,present,Sem_all,1,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,-0.41070194066160914
EOF007,1,Study1&2,incidental,b,Cataclysm,3.506007504,absent,Sem_all,1,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,1.174092681120392
EOF007,1,Study1&2,incidental,b,Contrition,1.748689844,present,Sem_all,1,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,-0.5755261714010631
EOF007,1,Study1&2,incidental,b,Debacle,2.900838647,absent,Sem_all,1,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,0.5715750684731371
EOF007,1,Study1&2,incidental,b,Dormancy,1.626308892,present,Sem_all,2,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,-0.6973709725332178
EOF007,1,Study1&2,incidental,b,Epigram,1.382233748,absent,Sem_all,1,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,-0.940376823492622
EOF007,1,Study1&2,incidental,b,Foible,2.705198683,absent,Sem_all,2,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,0.3767922030229492
EOF007,1,Study1&2,incidental,b,Fracas,3.144334493,present,Sem_all,2,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,0.8140041593366871
EOF007,1,Study1&2,incidental,b,Lassitude,0.904820246,absent,Sem_all,2,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,-1.4156987772636265
EOF007,1,Study1&2,incidental,b,Luminary,1.098593129,present,Sem_all,1,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,-1.2227748131328418
EOF007,1,Study1&2,incidental,b,Nonentity,3.968139062,present,Sem_all,2,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,1.6341996410777129
EOF007,1,Study1&2,incidental,b,Platitude,0.904820246,absent,Sem_all,0,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,-1.4156987772636265
EOF007,1,Study1&2,incidental,b,Propensity,1.686189844,present,Sem_all,1,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,-0.6377523589433831
EOF007,1,Study1&2,incidental,b,Raconteur,3.824533407,present,Sem_all,0,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,1.4912231223550296
EOF007,1,Study1&2,incidental,b,Syncopation,3.0436450330000002,absent,Sem_all,1,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,0.7137558197927684
EOF007,1,Study1&2,incidental,b,Veracity,2.869383714,absent,Sem_all,2,13,68,39,37,24,36,23,124,-0.7168078493338833,-0.26633207488365346,0.03611022618490481,-0.3334560154183612,0.6521438071388123,-1.227876187984073,-0.4922945164088918,-0.8600853521964824,-0.12566838126243615,0.5402579395133114
EOF008,1,Study1&2,explicit,a,Accolade,1.914239347,absent,Sem_all,1,18,77,55,36,25,35,25,126,0.3205109987109665,1.3883267733296842,-0.3404678468862561,-0.06298613624569055,0.48910785535410917,-0.8268249051078432,-0.34911722677602697,-0.587971065941935,0.3588983288525626,-0.41070194066160914
EOF008,1,Study1&2,explicit,a,Cataclysm,3.506007504,present,Sem_all,1,18,77,55,36,25,35,25,126,0.3205109987109665,1.3883267733296842,-0.3404678468862561,-0.06298613624569055,0.48910785535410917,-0.8268249051078432,-0.34911722677602697,-0.587971065941935,0.3588983288525626,1.174092681120392
EOF008,1,Study1&2,explicit,a,Contrition,1.748689844,absent,Sem_all,1,18,77,55,36,25,35,25,126,0.3205109987109665,1.3883267733296842,-0.3404678468862561,-0.06298613624569055,0.48910785535410917,-0.8268249051078432,-0.34911722677602697,-0.587971065941935,0.3588983288525626,-0.5755261714010631
EOF008,1,Study1&2,explicit,a,Debacle,2.900838647,present,Sem_all,1,18,77,55,36,25,35,25,126,0.3205109987109665,1.3883267733296842,-0.3404678468862561,-0.06298613624569055,0.48910785535410917,-0.8268249051078432,-0.34911722677602697,-0.587971065941935,0.3588983288525626,0.5715750684731371
EOF008,1,Study1&2,explicit,a,Dormancy,1.626308892,absent,Sem_all,1,18,77,55,36,25,35,25,126,0.3205109987109665,1.3883267733296842,-0.3404678468862561,-0.06298613624569055,0.48910785535410917,-0.8268249051078432,-0.34911722677602697,-0.587971065941935,0.3588983288525626,-0.6973709725332178
EOF008,1,Study1&2,explicit,a,Epigram,1.382233748,present,Sem_all,2,18,77,55,36,25,35,25,126,0.3205109987109665,1.3883267733296842,-0.3404678468862561,-0.06298613624569055,0.48910785535410917,-0.8268249051078432,-0.34911722677602697,-0.587971065941935,0.3588983288525626,-0.940376823492622
EOF008,1,Study1&2,explicit,a,Foible,2.705198683,present,Sem_all,1,18,77,55,36,25,35,25,126,0.3205109987109665,1.3883267733296842,-0.3404678468862561,-0.06298613624569055,0.48910785535410917,-0.8268249051078432,-0.34911722677602697,-0.587971065941935,0.3588983288525626,0.3767922030229492
EOF008,1,Study1&2,explicit,a,Fracas,3.144334493,absent,Sem_all,3,18,77,55,36,25,35,25,126,0.3205109987109665,1.3883267733296842,-0.3404678468862561,-0.06298613624569055,0.48910785535410917,-0.8268249051078432,-0.34911722677602697,-0.587971065941935,0.3588983288525626,0.8140041593366871
EOF008,1,Study1&2,explicit,a,Lassitude,0.904820246,present,Sem_all,2,18,77,55,36,25,35,25,126,0.3205109987109665,1.3883267733296842,-0.3404678468862561,-0.06298613624569055,0.48910785535410917,-0.8268249051078432,-0.34911722677602697,-0.587971065941935,0.3588983288525626,-1.4156987772636265
