soa,relationproportion,lexicality,relation,prime,target,item,participant,sex,age,bilingualism,SPQPos,SPQNeg,SPQDis,OLIFEPos,OLIFENeg,OLIFEDis,OLIFEImp,reactiontime
short,0.078,word,related,call,COMMUNICATION,31101,IB19,Mujer,20,4,13,16,6,0,2,1,5,376.46
short,0.18,word,related,dairy,NATURAL,31102,IA06,Mujer,20,13,9,12,9,0,2,4,0,554.68
short,0.18,word,related,dairy,NATURAL,31102,IA16,Mujer,19,12,15,12,10,1,1,5,0,538.27
short,0.18,word,related,dairy,NATURAL,31102,IA21,Mujer,19,16,30,29,16,5,6,5,7,623.5
short,0.18,word,related,dairy,NATURAL,31102,IA29,Mujer,20,13,14,17,7,1,2,1,2,619.63
short,0.18,word,related,dairy,NATURAL,31102,IA30,Mujer,20,10,13,18,10,3,2,4,0,453.54
short,0.18,word,related,dairy,NATURAL,31102,IA34,Mujer,20,12,9,19,8,0,1,2,0,558.21
short,0.18,word,related,dairy,NATURAL,31102,IA40,Mujer,20,20,19,27,15,2,5,6,2,596.77
short,0.18,word,related,dairy,NATURAL,31102,IA41,Mujer,18,20,16,22,13,4,3,9,2,461.87
short,0.18,word,related,dairy,NATURAL,31102,IB02,Mujer,19,14,21,17,24,5,2,4,0,472.05
short,0.18,word,related,dairy,NATURAL,31102,IB15,Mujer,19,9,13,20,7,0,2,4,0,673.59
short,0.18,word,related,dairy,NATURAL,31102,IB16,Hombre,17,13,20,19,10,8,3,3,1,445.17
short,0.18,word,related,dairy,NATURAL,31102,IB17,Mujer,23,14,14,15,12,3,2,2,1,645.33
short,0.18,word,related,dairy,NATURAL,31102,IB20,Hombre,19,17,24,36,26,3,5,11,5,532.41
short,0.18,word,related,dairy,NATURAL,31102,IB21,Mujer,20,12,12,24,10,0,4,1,2,496.87
short,0.18,word,related,dairy,NATURAL,31102,IB23,Mujer,19,12,17,18,14,2,1,1,1,505.79
short,0.18,word,related,dairy,NATURAL,31102,IB26,Mujer,18,4,13,22,9,0,2,2,0,622.82
short,0.18,word,related,dairy,NATURAL,31102,IB27,Mujer,20,20,16,21,13,1,1,7,2,383.96
short,0.18,word,related,dairy,NATURAL,31102,IB29,Mujer,18,7,17,20,9,3,4,4,2,504.34
short,0.18,word,related,dairy,NATURAL,31102,IB32,Mujer,18,13,28,20,15,3,2,4,3,521.76
short,0.18,word,related,dairy,NATURAL,31102,IB39,Mujer,19,11,16,14,9,3,1,2,0,NA
short,0.18,word,related,dairy,NATURAL,31102,IA02,Mujer,17,13,9,16,7,0,3,3,0,646.6
short,0.18,word,related,dairy,NATURAL,31102,IA09,Mujer,18,9,8,17,9,1,3,4,3,505.11
short,0.18,word,related,dairy,NATURAL,31102,IA14,Hombre,19,8,13,13,15,1,1,1,3,551.38
short,0.18,word,related,dairy,NATURAL,31102,IA15,Mujer,18,16,17,25,22,6,6,8,2,431.75
short,0.18,word,related,dairy,NATURAL,31102,IB10,Mujer,19,10,16,11,8,3,1,0,1,505.16
short,0.18,word,related,dairy,NATURAL,31102,IB25,Mujer,19,4,13,8,8,1,1,3,3,482.68
short,0.18,word,related,dairy,NATURAL,31102,IB30,Mujer,19,15,12,28,8,0,4,4,0,484.14
short,0.18,word,related,dairy,NATURAL,31102,IB31,Mujer,24,20,18,14,8,1,2,1,0,444.01
short,0.18,word,related,dairy,NATURAL,31102,IB33,Mujer,20,12,25,31,22,1,8,8,5,915.21
short,0.18,word,related,dairy,NATURAL,31102,IB38,Mujer,18,15,20,19,13,3,1,7,3,450.71
short,0.18,word,related,dairy,NATURAL,31102,IA03,Mujer,19,20,10,19,9,0,2,5,2,519.53
short,0.18,word,related,dairy,NATURAL,31102,IA05,Hombre,20,12,18,26,8,4,3,2,0,487.05
short,0.18,word,related,dairy,NATURAL,31102,IA08,Mujer,19,10,17,19,10,1,3,6,0,685.6
short,0.18,word,related,dairy,NATURAL,31102,IA13,Mujer,22,11,17,9,8,4,2,5,4,435.66
short,0.18,word,related,dairy,NATURAL,31102,IA28,Mujer,20,4,14,13,10,0,2,2,3,406.15
short,0.18,word,related,dairy,NATURAL,31102,IA35,Mujer,18,15,23,14,19,7,1,7,4,496.35
short,0.18,word,related,dairy,NATURAL,31102,IB03,Mujer,18,17,16,14,13,3,1,6,3,395.57
short,0.18,word,related,dairy,NATURAL,31102,IB04,Mujer,23,11,14,13,9,2,2,5,1,463.05
short,0.18,word,related,dairy,NATURAL,31102,IB05,Mujer,18,12,28,20,12,4,2,3,2,551.67
short,0.18,word,related,dairy,NATURAL,31102,IB37,Mujer,20,14,24,29,13,3,8,5,4,344.84
short,0.18,word,related,dairy,NATURAL,31102,IA11,Mujer,19,8,20,21,16,4,2,10,4,544.26
short,0.18,word,related,dairy,NATURAL,31102,IA24,Mujer,22,20,10,11,8,0,3,1,1,641.64
short,0.18,word,related,dairy,NATURAL,31102,IA32,Mujer,19,11,15,20,9,3,3,5,0,725.31
short,0.18,word,related,dairy,NATURAL,31102,IA37,Mujer,20,9,14,28,14,2,5,9,3,439.15
short,0.18,word,related,dairy,NATURAL,31102,IA44,Mujer,18,4,20,24,17,3,6,10,2,427.46
short,0.18,word,related,dairy,NATURAL,31102,IB06,Mujer,17,14,14,28,20,5,5,6,4,551.69
short,0.18,word,related,dairy,NATURAL,31102,IB22,Hombre,18,13,22,24,17,7,2,8,5,877.3
short,0.18,word,related,dairy,NATURAL,31102,IB34,Mujer,18,14,14,26,15,1,6,5,5,389.61
short,0.18,word,related,dairy,NATURAL,31102,IB35,Mujer,19,12,29,26,11,5,3,4,2,554.16
short,0.18,word,related,dairy,NATURAL,31102,IA20,Mujer,20,12,18,15,12,1,1,5,1,487.65
short,0.18,word,related,dairy,NATURAL,31102,IA31,Mujer,18,15,21,21,11,3,1,4,1,499.1
short,0.18,word,related,dairy,NATURAL,31102,IA42,Hombre,18,11,11,12,8,0,1,4,2,718.91
short,0.18,word,related,dairy,NATURAL,31102,IB14,Mujer,19,7,29,15,11,3,1,4,2,492.64
short,0.18,word,related,dairy,NATURAL,31102,IB28,Mujer,20,12,21,12,13,1,2,1,1,475.48
short,0.18,word,related,dairy,NATURAL,31102,IA12,Mujer,21,14,16,17,19,1,5,4,2,517.69
short,0.18,word,related,dairy,NATURAL,31102,IA27,Mujer,21,14,17,26,17,1,3,9,0,1142.76
short,0.18,word,related,dairy,NATURAL,31102,IA39,Mujer,24,4,17,18,14,0,1,1,1,571.32
short,0.18,word,related,dairy,NATURAL,31102,IA45,Mujer,22,20,15,13,13,1,1,2,1,611.72
short,0.18,word,related,dairy,NATURAL,31102,IB18,Mujer,21,12,19,13,18,3,1,3,4,601.48
short,0.18,word,related,dairy,NATURAL,31102,IB24,Mujer,20,14,27,16,17,5,3,10,5,476.49
short,0.18,word,related,dairy,NATURAL,31102,IB36,Hombre,25,9,21,13,15,3,0,1,5,438.37
short,0.18,word,related,dairy,NATURAL,31102,IA18,Mujer,19,6,18,14,11,3,2,3,2,612.5
short,0.18,word,related,dairy,NATURAL,31102,IA33,Mujer,18,11,26,24,14,7,2,0,1,700.63
short,0.18,word,related,dairy,NATURAL,31102,IB08,Mujer,18,4,22,18,11,4,1,3,3,638.11
short,0.18,word,related,dairy,NATURAL,31102,IB13,Mujer,19,16,31,24,14,4,1,4,1,424.33
short,0.18,word,related,dairy,NATURAL,31102,IA38,Mujer,23,8,10,22,10,3,4,3,1,565.05
short,0.18,word,related,dairy,NATURAL,31102,IA43,Mujer,20,10,30,18,16,8,2,7,4,486.06
short,0.18,word,related,dairy,NATURAL,31102,IB40,Mujer,20,13,13,9,11,2,2,0,1,615.02
short,0.18,word,related,dairy,NATURAL,31102,IB41,Mujer,21,9,25,23,14,7,2,8,3,483.34
short,0.18,word,related,dairy,NATURAL,31102,IB42,Mujer,20,8,20,13,8,3,3,3,1,547.96
short,0.18,word,related,dairy,NATURAL,31102,IA01,Mujer,23,14,13,9,6,2,1,1,2,526.54
short,0.18,word,related,dairy,NATURAL,31102,IA22,Hombre,22,20,15,23,12,0,1,0,0,560.77
short,0.18,word,related,dairy,NATURAL,31102,IA07,Mujer,18,18,24,28,19,3,2,8,1,466.91
short,0.18,word,related,dairy,NATURAL,31102,IA10,Mujer,19,12,15,23,14,1,1,6,1,666.21
short,0.18,word,related,dairy,NATURAL,31102,IA26,Mujer,18,12,23,27,19,5,4,5,3,538.36
short,0.18,word,related,dairy,NATURAL,31102,IB07,Mujer,22,16,20,20,16,5,1,4,3,711.93
short,0.18,word,related,dairy,NATURAL,31102,IA25,Mujer,22,10,16,9,6,2,1,2,1,459.53
short,0.18,word,related,dairy,NATURAL,31102,IA36,Mujer,20,9,16,21,15,3,2,5,3,666.6
short,0.18,word,related,dairy,NATURAL,31102,IB19,Mujer,20,4,13,16,6,0,2,1,5,604.41
short,0.09,word,related,abdomen,FAT,31103,IA06,Mujer,20,13,9,12,9,0,2,4,0,480.49
short,0.09,word,related,abdomen,FAT,31103,IA16,Mujer,19,12,15,12,10,1,1,5,0,517.91
short,0.09,word,related,abdomen,FAT,31103,IA21,Mujer,19,16,30,29,16,5,6,5,7,906.26
short,0.09,word,related,abdomen,FAT,31103,IA29,Mujer,20,13,14,17,7,1,2,1,2,750.28
short,0.09,word,related,abdomen,FAT,31103,IA30,Mujer,20,10,13,18,10,3,2,4,0,417.51
short,0.09,word,related,abdomen,FAT,31103,IA34,Mujer,20,12,9,19,8,0,1,2,0,605.7
short,0.09,word,related,abdomen,FAT,31103,IA40,Mujer,20,20,19,27,15,2,5,6,2,548.6
short,0.09,word,related,abdomen,FAT,31103,IA41,Mujer,18,20,16,22,13,4,3,9,2,798.48
short,0.09,word,related,abdomen,FAT,31103,IB02,Mujer,19,14,21,17,24,5,2,4,0,640.26
short,0.09,word,related,abdomen,FAT,31103,IB15,Mujer,19,9,13,20,7,0,2,4,0,481.57
short,0.09,word,related,abdomen,FAT,31103,IB16,Hombre,17,13,20,19,10,8,3,3,1,451.93
short,0.09,word,related,abdomen,FAT,31103,IB17,Mujer,23,14,14,15,12,3,2,2,1,619.97
short,0.09,word,related,abdomen,FAT,31103,IB20,Hombre,19,17,24,36,26,3,5,11,5,644.4
short,0.09,word,related,abdomen,FAT,31103,IB21,Mujer,20,12,12,24,10,0,4,1,2,548.67
short,0.09,word,related,abdomen,FAT,31103,IB23,Mujer,19,12,17,18,14,2,1,1,1,563.02
short,0.09,word,related,abdomen,FAT,31103,IB26,Mujer,18,4,13,22,9,0,2,2,0,386.09
short,0.09,word,related,abdomen,FAT,31103,IB27,Mujer,20,20,16,21,13,1,1,7,2,468.29
short,0.09,word,related,abdomen,FAT,31103,IB29,Mujer,18,7,17,20,9,3,4,4,2,592.78
short,0.09,word,related,abdomen,FAT,31103,IB32,Mujer,18,13,28,20,15,3,2,4,3,806.71
short,0.09,word,related,abdomen,FAT,31103,IB39,Mujer,19,11,16,14,9,3,1,2,0,554.97
short,0.09,word,related,abdomen,FAT,31103,IA02,Mujer,17,13,9,16,7,0,3,3,0,601.65
short,0.09,word,related,abdomen,FAT,31103,IA09,Mujer,18,9,8,17,9,1,3,4,3,442.4
short,0.09,word,related,abdomen,FAT,31103,IA14,Hombre,19,8,13,13,15,1,1,1,3,536.69
short,0.09,word,related,abdomen,FAT,31103,IA15,Mujer,18,16,17,25,22,6,6,8,2,601.55
short,0.09,word,related,abdomen,FAT,31103,IB10,Mujer,19,10,16,11,8,3,1,0,1,558.7
short,0.09,word,related,abdomen,FAT,31103,IB25,Mujer,19,4,13,8,8,1,1,3,3,913.57
short,0.09,word,related,abdomen,FAT,31103,IB30,Mujer,19,15,12,28,8,0,4,4,0,500.46
short,0.09,word,related,abdomen,FAT,31103,IB31,Mujer,24,20,18,14,8,1,2,1,0,562.63
short,0.09,word,related,abdomen,FAT,31103,IB33,Mujer,20,12,25,31,22,1,8,8,5,783.29
short,0.09,word,related,abdomen,FAT,31103,IB38,Mujer,18,15,20,19,13,3,1,7,3,728.23
short,0.09,word,related,abdomen,FAT,31103,IA03,Mujer,19,20,10,19,9,0,2,5,2,624.57
short,0.09,word,related,abdomen,FAT,31103,IA05,Hombre,20,12,18,26,8,4,3,2,0,NA
short,0.09,word,related,abdomen,FAT,31103,IA08,Mujer,19,10,17,19,10,1,3,6,0,532.21
short,0.09,word,related,abdomen,FAT,31103,IA13,Mujer,22,11,17,9,8,4,2,5,4,374.62
short,0.09,word,related,abdomen,FAT,31103,IA28,Mujer,20,4,14,13,10,0,2,2,3,705.42
short,0.09,word,related,abdomen,FAT,31103,IA35,Mujer,18,15,23,14,19,7,1,7,4,516.18
short,0.09,word,related,abdomen,FAT,31103,IB03,Mujer,18,17,16,14,13,3,1,6,3,720.92
short,0.09,word,related,abdomen,FAT,31103,IB04,Mujer,23,11,14,13,9,2,2,5,1,550.03
short,0.09,word,related,abdomen,FAT,31103,IB05,Mujer,18,12,28,20,12,4,2,3,2,666.34
short,0.09,word,related,abdomen,FAT,31103,IB37,Mujer,20,14,24,29,13,3,8,5,4,400.34
short,0.09,word,related,abdomen,FAT,31103,IA11,Mujer,19,8,20,21,16,4,2,10,4,444.25
short,0.09,word,related,abdomen,FAT,31103,IA24,Mujer,22,20,10,11,8,0,3,1,1,853.12
short,0.09,word,related,abdomen,FAT,31103,IA32,Mujer,19,11,15,20,9,3,3,5,0,559.11
short,0.09,word,related,abdomen,FAT,31103,IA37,Mujer,20,9,14,28,14,2,5,9,3,907.17
short,0.09,word,related,abdomen,FAT,31103,IA44,Mujer,18,4,20,24,17,3,6,10,2,560.97
short,0.09,word,related,abdomen,FAT,31103,IB06,Mujer,17,14,14,28,20,5,5,6,4,502.33
short,0.09,word,related,abdomen,FAT,31103,IB22,Hombre,18,13,22,24,17,7,2,8,5,639.83
short,0.09,word,related,abdomen,FAT,31103,IB34,Mujer,18,14,14,26,15,1,6,5,5,378.56
short,0.09,word,related,abdomen,FAT,31103,IB35,Mujer,19,12,29,26,11,5,3,4,2,752.88
short,0.09,word,related,abdomen,FAT,31103,IA20,Mujer,20,12,18,15,12,1,1,5,1,544.03
short,0.09,word,related,abdomen,FAT,31103,IA31,Mujer,18,15,21,21,11,3,1,4,1,598.53
short,0.09,word,related,abdomen,FAT,31103,IA42,Hombre,18,11,11,12,8,0,1,4,2,658.8
short,0.09,word,related,abdomen,FAT,31103,IB14,Mujer,19,7,29,15,11,3,1,4,2,439.14
short,0.09,word,related,abdomen,FAT,31103,IB28,Mujer,20,12,21,12,13,1,2,1,1,445.15
short,0.09,word,related,abdomen,FAT,31103,IA12,Mujer,21,14,16,17,19,1,5,4,2,485.68
short,0.09,word,related,abdomen,FAT,31103,IA27,Mujer,21,14,17,26,17,1,3,9,0,724.04
short,0.09,word,related,abdomen,FAT,31103,IA39,Mujer,24,4,17,18,14,0,1,1,1,574.19
short,0.09,word,related,abdomen,FAT,31103,IA45,Mujer,22,20,15,13,13,1,1,2,1,668.44
short,0.09,word,related,abdomen,FAT,31103,IB18,Mujer,21,12,19,13,18,3,1,3,4,557.31
short,0.09,word,related,abdomen,FAT,31103,IB24,Mujer,20,14,27,16,17,5,3,10,5,361.66
short,0.09,word,related,abdomen,FAT,31103,IB36,Hombre,25,9,21,13,15,3,0,1,5,544.99
short,0.09,word,related,abdomen,FAT,31103,IA18,Mujer,19,6,18,14,11,3,2,3,2,426.61
short,0.09,word,related,abdomen,FAT,31103,IA33,Mujer,18,11,26,24,14,7,2,0,1,724.65
short,0.09,word,related,abdomen,FAT,31103,IB08,Mujer,18,4,22,18,11,4,1,3,3,594.3
short,0.09,word,related,abdomen,FAT,31103,IB13,Mujer,19,16,31,24,14,4,1,4,1,533.71
short,0.09,word,related,abdomen,FAT,31103,IA38,Mujer,23,8,10,22,10,3,4,3,1,485.95
short,0.09,word,related,abdomen,FAT,31103,IA43,Mujer,20,10,30,18,16,8,2,7,4,800.8
short,0.09,word,related,abdomen,FAT,31103,IB40,Mujer,20,13,13,9,11,2,2,0,1,618.88
short,0.09,word,related,abdomen,FAT,31103,IB41,Mujer,21,9,25,23,14,7,2,8,3,485.67
short,0.09,word,related,abdomen,FAT,31103,IB42,Mujer,20,8,20,13,8,3,3,3,1,613.17
short,0.09,word,related,abdomen,FAT,31103,IA01,Mujer,23,14,13,9,6,2,1,1,2,587.24
short,0.09,word,related,abdomen,FAT,31103,IA22,Hombre,22,20,15,23,12,0,1,0,0,507.54
short,0.09,word,related,abdomen,FAT,31103,IA07,Mujer,18,18,24,28,19,3,2,8,1,588.2
short,0.09,word,related,abdomen,FAT,31103,IA10,Mujer,19,12,15,23,14,1,1,6,1,874.39
short,0.09,word,related,abdomen,FAT,31103,IA26,Mujer,18,12,23,27,19,5,4,5,3,1118.14
short,0.09,word,related,abdomen,FAT,31103,IB07,Mujer,22,16,20,20,16,5,1,4,3,522.89
short,0.09,word,related,abdomen,FAT,31103,IA25,Mujer,22,10,16,9,6,2,1,2,1,564.74
short,0.09,word,related,abdomen,FAT,31103,IA36,Mujer,20,9,16,21,15,3,2,5,3,660.82
short,0.09,word,related,abdomen,FAT,31103,IB19,Mujer,20,4,13,16,6,0,2,1,5,661.73
short,0.07,word,related,clarification,EXISTENCIAL,31104,IA06,Mujer,20,13,9,12,9,0,2,4,0,504.65
short,0.07,word,related,clarification,EXISTENCIAL,31104,IA16,Mujer,19,12,15,12,10,1,1,5,0,651.55
short,0.07,word,related,clarification,EXISTENCIAL,31104,IA21,Mujer,19,16,30,29,16,5,6,5,7,904.75
short,0.07,word,related,clarification,EXISTENCIAL,31104,IA29,Mujer,20,13,14,17,7,1,2,1,2,610.29
short,0.07,word,related,clarification,EXISTENCIAL,31104,IA30,Mujer,20,10,13,18,10,3,2,4,0,506.85
short,0.07,word,related,clarification,EXISTENCIAL,31104,IA34,Mujer,20,12,9,19,8,0,1,2,0,731.81
short,0.07,word,related,clarification,EXISTENCIAL,31104,IA40,Mujer,20,20,19,27,15,2,5,6,2,433.8
short,0.07,word,related,clarification,EXISTENCIAL,31104,IA41,Mujer,18,20,16,22,13,4,3,9,2,522.22
short,0.07,word,related,clarification,EXISTENCIAL,31104,IB02,Mujer,19,14,21,17,24,5,2,4,0,704.2
short,0.07,word,related,clarification,EXISTENCIAL,31104,IB15,Mujer,19,9,13,20,7,0,2,4,0,NA
short,0.07,word,related,clarification,EXISTENCIAL,31104,IB16,Hombre,17,13,20,19,10,8,3,3,1,478.55
short,0.07,word,related,clarification,EXISTENCIAL,31104,IB17,Mujer,23,14,14,15,12,3,2,2,1,545.32
short,0.07,word,related,clarification,EXISTENCIAL,31104,IB20,Hombre,19,17,24,36,26,3,5,11,5,491.07
short,0.07,word,related,clarification,EXISTENCIAL,31104,IB21,Mujer,20,12,12,24,10,0,4,1,2,761.09
short,0.07,word,related,clarification,EXISTENCIAL,31104,IB23,Mujer,19,12,17,18,14,2,1,1,1,590.02
short,0.07,word,related,clarification,EXISTENCIAL,31104,IB26,Mujer,18,4,13,22,9,0,2,2,0,599.86
short,0.07,word,related,clarification,EXISTENCIAL,31104,IB27,Mujer,20,20,16,21,13,1,1,7,2,352.74
