ResponseId,AGE,GENDER,EDUCATION,ETHNICITY,NATIVE.LANGUAGE,OTHER.LANGUAGE,ENGLISH.PROFICIENCY,SHIPLEY,HLVA,FACTOR3,rating,response,RDFKGL,study,text.id,text.question.id
R_27paPJzIutLoqk8,21,Female,Higher,Asian,Other,Catonese,3,26,6,51,5,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.3
R_27paPJzIutLoqk8,21,Female,Higher,Asian,Other,Catonese,3,26,6,51,5,0,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.4
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,9,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.1
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,9,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.2
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,9,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.3
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,9,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.4
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.1
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.2
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.3
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.4
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.1
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.2
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,0,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.3
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.4
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.1
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.2
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.3
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,8,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.4
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,9,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.1
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,9,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.2
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,9,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.3
R_1nW0lpFdfumlI1p,20,Male,Higher,Asian,Other,Cantonese,3,27,4,50,9,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.4
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,6,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.1
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,6,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.2
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,6,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.3
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,6,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.4
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,6,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.1
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,6,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.2
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,6,0,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.3
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,6,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.4
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.1
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.2
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.3
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.4
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,3,0,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.1
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,3,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.2
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,3,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.3
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,3,0,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.4
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,8,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.1
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,8,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.2
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,8,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.3
R_31ZqPQpNEEapoW8,18,Female,Further,Asian,Other,Cantonese,3,26,11,43,8,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.4
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,6,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.1
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,6,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.2
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,6,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.3
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,6,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.4
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,5,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.1
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,5,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.2
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,5,0,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.3
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,5,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.4
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,5,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.1
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,5,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.2
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,5,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.3
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,5,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.4
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,3,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.1
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,3,0,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.2
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,3,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.3
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,3,0,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.4
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,6,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.1
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,6,0,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.2
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,6,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.3
R_2whvE2IW90nj2P7,20,Female,Secondary,Asian,Other,Cantonese,2,27,8,42,6,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.4
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,7,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.1
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,7,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.2
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,7,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.3
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,7,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.4
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,7,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.1
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,7,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.2
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,7,0,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.3
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,7,0,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.4
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,5,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.1
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,5,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.2
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,5,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.3
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,5,0,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.4
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,4,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.1
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,4,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.2
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,4,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.3
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,4,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.4
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,5,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.1
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,5,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.2
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,5,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.3
R_3CAxrri9clBT7sl,20,Female,Higher,Asian,Other,Cantonese,2,39,10,39,5,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.4
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.1
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.2
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.3
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.4
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.1
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.2
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.3
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.4
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.1
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.2
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.3
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.4
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,7,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.1
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,7,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.2
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,7,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.3
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,7,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.4
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,9,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.1
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,9,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.2
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,9,0,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.3
R_UhyqGKcKJ8p4dDr,57,Female,Higher,Asian,Other,Chinese,3,39,8,45,9,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.4
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.1
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.2
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.3
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.4
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.1
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.2
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.3
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,8.116,cs,studyone.TEXT.94,studyone.TEXT.94.CQ.4
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.1
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.2
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,0,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.3
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,13.278,cs,studyone.TEXT.28,studyone.TEXT.28.CQ.4
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.1
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.2
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.3
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,9.328,cs,studyone.TEXT.55,studyone.TEXT.55.CQ.4
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.1
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.2
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.3
R_1FnqgQlxslB298R,18,Male,Secondary,Asian,Other,Cantonese,3,25,10,52,8,1,8.28,cs,studyone.TEXT.76,studyone.TEXT.76.CQ.4
R_3dJGNr1UEEE3fl9,21,Male,Secondary,Asian,Other,Cantonese,3,24,4,43,4,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.1
R_3dJGNr1UEEE3fl9,21,Male,Secondary,Asian,Other,Cantonese,3,24,4,43,4,1,10.608,cs,studyone.TEXT.105,studyone.TEXT.105.CQ.2
